part,step_id,variant,model,seed,cv,subset,target,train_mode,test_domain,n_added,n,n_total,n_groups,n_test,R2,RMSE,MAE
ofatseq,n=8,,Random Forest,43,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.18580742011457874,6.755568024970221,5.097562499999997
ofatseq,n=8,,Random Forest,44,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.14395380484573994,6.9270273448407815,5.103446874999994
ofatseq,n=8,,Random Forest,45,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.17899126359086381,6.783786801977756,4.760081250000002
ofatseq,n=8,,Random Forest,46,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.027761418492587953,7.382181642163153,5.701234374999996
ofatseq,n=8,,Random Forest,47,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.18970468131387874,6.739380334575468,4.942093749999995
ofatseq,n=8,,Random Forest,48,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.17490939242027326,6.800629625963416,5.1441874999999975
ofatseq,n=8,,Random Forest,49,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.10206842236755942,7.09446946363636,5.460099999999995
ofatseq,n=8,,Random Forest,50,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.09522318640883642,7.121459891500482,5.509281249999996
ofatseq,n=8,,Random Forest,51,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.13226705754132484,6.974150964532803,5.342618749999998
ofatseq,n=8,,XGBoost,42,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.12192487576269573,7.0155889971224035,5.118918128013611
ofatseq,n=8,,XGBoost,43,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.15750533091926588,6.8719799254287235,5.0962403726577765
ofatseq,n=8,,XGBoost,44,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.15174827008467318,6.895419272839837,5.064922602176667
ofatseq,n=8,,XGBoost,45,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.18826728662379522,6.745355228571705,4.865374512672425
ofatseq,n=8,,XGBoost,46,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.10135396992732848,7.09729131181998,5.359421403408051
ofatseq,n=8,,XGBoost,47,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.0700849022835186,7.219713283671207,5.423349381685258
ofatseq,n=8,,XGBoost,48,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.22067818225778169,6.609319077980006,4.841415197849274
ofatseq,n=8,,XGBoost,49,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.15134344023438728,6.897064502949038,5.053111703395844
ofatseq,n=8,,XGBoost,50,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,0.1884687649835065,6.744518051859189,4.986893303394318
ofatseq,n=8,,XGBoost,51,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.014830318761637873,7.542147441580813,5.633397997617722
ofatseq,n=8,,GPR,42,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.521128095031048,9.233815554579468,6.977691575316956
ofatseq,n=8,,GPR,43,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.5211224432562946,9.233798400371919,6.977662410780222
ofatseq,n=8,,GPR,44,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.5211221993239992,9.233797659990453,6.977660227939153
ofatseq,n=8,,GPR,45,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.5211223242129168,9.233798039052363,6.977660997405177
ofatseq,n=8,,GPR,46,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.5211226128517119,9.233798915126618,6.9776624393763935
ofatseq,n=8,,GPR,47,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.5211233593875702,9.233801181006138,6.9776623124294455
