part,model,subset,cv,step,metric,point,lo,hi,median_boot,n_groups,n_rows,B_total,n_seeds
dopt,Random Forest,all,LOCO,9,MAE,3.0869771480405315,2.1840977361575384,3.991990838565059,3.037802665678832,33,51,20000,10
dopt,Random Forest,all,LOCO,10,R2,0.7745328464143921,0.6452069281447613,0.8788877693553628,0.7708931573495237,34,52,20000,10
dopt,Random Forest,all,LOCO,10,RMSE,4.170717268883615,2.8782550841631847,5.463085856990339,4.090454558468285,34,52,20000,10
dopt,Random Forest,all,LOCO,10,MAE,2.941982042473168,2.0691437390127674,3.8506673658592105,2.9280017756219694,34,52,20000,10
dopt,Random Forest,all,LOCO,11,R2,0.7834325419878481,0.651699705681907,0.8817572639113044,0.7775023754639363,35,53,20000,10
dopt,Random Forest,all,LOCO,11,RMSE,4.129800612262539,2.894593704959315,5.417499750082921,4.074210531444759,35,53,20000,10
dopt,Random Forest,all,LOCO,11,MAE,2.9255466887983865,2.068437501479014,3.8713087655304212,2.924820123127381,35,53,20000,10
dopt,Random Forest,all,LOCO,12,R2,0.7721568751921579,0.6447233225212138,0.8740777576152252,0.7711377012328104,36,54,20000,10
dopt,Random Forest,all,LOCO,12,RMSE,4.227954494075123,2.953041869737703,5.458126694236362,4.137311675726719,36,54,20000,10
dopt,Random Forest,all,LOCO,12,MAE,2.998189776156644,2.0952208424482044,3.904129946931876,2.9658284764221348,36,54,20000,10
dopt,Random Forest,all,LOCO,13,R2,0.7877933573098683,0.6550738455913305,0.8849736761288466,0.783321107023403,37,55,20000,10
dopt,Random Forest,all,LOCO,13,RMSE,4.102742977871841,2.8919313514365332,5.387796622567924,4.04248109094107,37,55,20000,10
dopt,Random Forest,all,LOCO,13,MAE,2.9285172321426494,2.0489161428886984,3.7829826630158068,2.8722234047993203,37,55,20000,10
dopt,Random Forest,all,LOCO,14,R2,0.7945864483711632,0.6754237779491554,0.8927546872505306,0.7946376412914931,38,56,20000,10
dopt,Random Forest,all,LOCO,14,RMSE,4.0632335255426355,2.870501469231999,5.262402397969569,3.96475015780654,38,56,20000,10
dopt,Random Forest,all,LOCO,14,MAE,2.821712622623678,2.0054591575858507,3.651032289731928,2.7997430752627785,38,56,20000,10
dopt,Random Forest,all,LOCO,15,R2,0.7947455727111502,0.6744879414312659,0.8932669395904833,0.7952863440352991,39,57,20000,10
dopt,Random Forest,all,LOCO,15,RMSE,4.030272095416977,2.8402733734482535,5.2425999477230745,3.9244868032761016,39,57,20000,10
dopt,Random Forest,all,LOCO,15,MAE,2.8114633158550513,2.0277421188168407,3.6680251305623695,2.7985593279648286,39,57,20000,10
dopt,Ridge,all,LOCO,0,R2,0.44454880884899217,-0.18499292158864575,0.7443669844337226,0.4259282221699103,24,42,20000,10
dopt,Ridge,all,LOCO,0,RMSE,5.6276862320681005,3.491289641938911,7.9558303864809155,5.4995345824074455,24,42,20000,10
